Gene stable ID	UniProtKB/Swiss-Prot ID
ENSMUSG00000095127	
ENSMUSG00000006763	Q9D2C2
ENSMUSG00000072511	
ENSMUSG00000024349	
ENSMUSG00000072511	Q3TYV2
ENSMUSG00000035522	Q9JJL0
ENSMUSG00000024955	O08580
ENSMUSG00000039637	Q9D2V7
ENSMUSG00000047045	
ENSMUSG00000094940	
ENSMUSG00000024955	
ENSMUSG00000035596	Q8CHK3
ENSMUSG00000067049	Q710D3
ENSMUSG00000020570	O09117
ENSMUSG00000043008	Q6V595
ENSMUSG00000032769	Q8BLA8
ENSMUSG00000039637	
ENSMUSG00000035596	
ENSMUSG00000032769	
ENSMUSG00000020570	
ENSMUSG00000041351	A2ALS5
ENSMUSG00000022150	
ENSMUSG00000030474	Q91Y57
ENSMUSG00000056185	Q80ZJ7
ENSMUSG00000030474	
ENSMUSG00000041351	
ENSMUSG00000055493	Q9WUA5
ENSMUSG00000028392	Q80YW5
ENSMUSG00000056185	
ENSMUSG00000039646	Q9CZT5
ENSMUSG00000071369	O35099
ENSMUSG00000063870	
ENSMUSG00000028392	
ENSMUSG00000071369	
ENSMUSG00000035585	
ENSMUSG00000096109	
ENSMUSG00000047045	Q6PHN7
ENSMUSG00000056201	P18760
ENSMUSG00000096109	P34983
ENSMUSG00000056201	
ENSMUSG00000006127	Q8C5L6
ENSMUSG00000079703	
ENSMUSG00000063870	Q6PDQ2
ENSMUSG00000031539	Q8R2R9
ENSMUSG00000018239	Q9CX48
ENSMUSG00000027368	Q05922
ENSMUSG00000096069	
ENSMUSG00000018239	
ENSMUSG00000035371	
ENSMUSG00000096621	
ENSMUSG00000040943	Q4JK59
ENSMUSG00000071816	
ENSMUSG00000006127	
ENSMUSG00000095056	
ENSMUSG00000040943	
ENSMUSG00000050217	Q8CIX8
ENSMUSG00000020134	Q8C669
ENSMUSG00000103371	
ENSMUSG00000055373	O88819
ENSMUSG00000110139	
ENSMUSG00000050217	
ENSMUSG00000026000	O89112
ENSMUSG00000026943	Q6JVL5
ENSMUSG00000048387	
ENSMUSG00000026943	
ENSMUSG00000030143	
ENSMUSG00000036667	Q8BNE1
ENSMUSG00000070847	
ENSMUSG00000026577	Q8R2X8
ENSMUSG00000026000	
ENSMUSG00000048387	Q9WVG7
ENSMUSG00000034621	A2A6A1
ENSMUSG00000086727	
ENSMUSG00000079699	
ENSMUSG00000029784	
ENSMUSG00000039936	
ENSMUSG00000020492	Q9CR46
ENSMUSG00000001865	P15089
ENSMUSG00000035585	Q8BMZ5
ENSMUSG00000103034	
ENSMUSG00000024421	Q61789
ENSMUSG00000028347	Q6PFE7
ENSMUSG00000019814	Q6NSQ7
ENSMUSG00000043257	Q7TPN3
ENSMUSG00000036136	Q8VE94
ENSMUSG00000043089	
ENSMUSG00000025979	
ENSMUSG00000090100	Q3UVR3
ENSMUSG00000028347	
ENSMUSG00000026576	P14094
ENSMUSG00000020052	Q02067
ENSMUSG00000110970	
ENSMUSG00000030733	Q91ZM2
ENSMUSG00000034329	Q5SXJ3
ENSMUSG00000026576	
ENSMUSG00000090641	
ENSMUSG00000028348	A2AMM0
ENSMUSG00000090100	
ENSMUSG00000100485	
ENSMUSG00000025979	Q6PEB6
ENSMUSG00000048191	
ENSMUSG00000025626	Q9D4J7
ENSMUSG00000042111	Q8VE99
ENSMUSG00000038393	Q8BG60
ENSMUSG00000025626	
ENSMUSG00000014873	P09926
ENSMUSG00000026388	Q9CRW3
ENSMUSG00000095273	
ENSMUSG00000094819	
ENSMUSG00000038276	Q6X1Y6
ENSMUSG00000096071	
ENSMUSG00000095105	
ENSMUSG00000100235	
ENSMUSG00000067780	
ENSMUSG00000026388	
ENSMUSG00000051224	Q3US16
ENSMUSG00000030733	
ENSMUSG00000051224	
ENSMUSG00000045103	P11531
ENSMUSG00000045205	
ENSMUSG00000038422	Q9CYW4
ENSMUSG00000048424	
ENSMUSG00000028636	Q8VDG5
ENSMUSG00000061878	Q8CI15
ENSMUSG00000038276	
ENSMUSG00000075166	
ENSMUSG00000059136	
ENSMUSG00000039936	O35904
ENSMUSG00000017176	Q3UFY7
ENSMUSG00000073458	
ENSMUSG00000067878	A2AEY4
ENSMUSG00000017176	
ENSMUSG00000071646	Q9R190
ENSMUSG00000033705	Q80TF6
ENSMUSG00000067878	
ENSMUSG00000038646	Q9CQY2
ENSMUSG00000045103	
ENSMUSG00000061878	
ENSMUSG00000038646	
ENSMUSG00000033705	
ENSMUSG00000075165	
ENSMUSG00000026478	
ENSMUSG00000039058	Q920P5
ENSMUSG00000055305	Q61116
ENSMUSG00000039058	
ENSMUSG00000026991	Q68FH0
ENSMUSG00000026594	Q9ERD6
ENSMUSG00000040520	Q6NXH2
ENSMUSG00000026127	Q8VHZ7
ENSMUSG00000045205	A2AJQ3
ENSMUSG00000040520	
ENSMUSG00000096150	
ENSMUSG00000058883	
ENSMUSG00000026991	
ENSMUSG00000111611	
ENSMUSG00000059934	
ENSMUSG00000021200	Q8K0L0
ENSMUSG00000018849	Q5SXA9
ENSMUSG00000026127	
ENSMUSG00000020884	P34927
ENSMUSG00000017692	P58873
ENSMUSG00000058295	
ENSMUSG00000040990	Q8R550
ENSMUSG00000050212	Q8K2Y3
ENSMUSG00000075164	
ENSMUSG00000020884	
ENSMUSG00000015790	
ENSMUSG00000011463	
ENSMUSG00000020790	Q810B6
ENSMUSG00000029868	
ENSMUSG00000015365	
ENSMUSG00000029868	Q91WD2
ENSMUSG00000071000	
ENSMUSG00000074824	
ENSMUSG00000094443	
ENSMUSG00000101294	
ENSMUSG00000026466	Q921T2
ENSMUSG00000001555	Q61576
ENSMUSG00000001555	
ENSMUSG00000029177	O35216
ENSMUSG00000025102	Q9CRC3
ENSMUSG00000052818	
ENSMUSG00000060523	
ENSMUSG00000095934	
ENSMUSG00000026466	
ENSMUSG00000063380	
ENSMUSG00000015790	P09925
ENSMUSG00000038069	
ENSMUSG00000000402	Q9JJZ5
ENSMUSG00000025776	Q8CGD2
ENSMUSG00000025776	
ENSMUSG00000014550	Q80Y56
ENSMUSG00000014550	
ENSMUSG00000038069	Q8BI72
ENSMUSG00000025102	
ENSMUSG00000026246	P24823
ENSMUSG00000101605	D0G895
ENSMUSG00000059134	
ENSMUSG00000027284	
ENSMUSG00000031029	Q9DCH4
ENSMUSG00000091148	
ENSMUSG00000029836	
ENSMUSG00000023243	
ENSMUSG00000040990	
ENSMUSG00000029177	
ENSMUSG00000069270	C0HKE1
ENSMUSG00000069270	C0HKE2
ENSMUSG00000069270	C0HKE3
ENSMUSG00000069270	C0HKE4
ENSMUSG00000069270	C0HKE5
ENSMUSG00000069270	C0HKE6
ENSMUSG00000069270	C0HKE7
ENSMUSG00000069270	C0HKE8
ENSMUSG00000069270	C0HKE9
ENSMUSG00000091418	
ENSMUSG00000071553	Q504N0
ENSMUSG00000079386	
ENSMUSG00000001819	P70217
ENSMUSG00000025103	P58544
ENSMUSG00000014867	Q64310
ENSMUSG00000084346	
ENSMUSG00000014867	
ENSMUSG00000018102	Q6ZWY9
ENSMUSG00000091175	
ENSMUSG00000020580	
ENSMUSG00000015522	P53762
ENSMUSG00000050565	Q8BYU6
ENSMUSG00000015522	
ENSMUSG00000005892	Q62361
ENSMUSG00000050565	Q9ER81
ENSMUSG00000027284	Q8CC12
ENSMUSG00000059689	
ENSMUSG00000050565	
ENSMUSG00000101146	
ENSMUSG00000040026	P04918
ENSMUSG00000046101	E9Q956
ENSMUSG00000067541	
ENSMUSG00000044743	Q8R2I8
ENSMUSG00000048330	
ENSMUSG00000028252	
ENSMUSG00000040026	
ENSMUSG00000025580	Q91VC3
ENSMUSG00000025007	Q9Z110
ENSMUSG00000024735	Q99KP6
ENSMUSG00000059689	Q80V23
ENSMUSG00000037363	Q7TNU7
ENSMUSG00000028252	Q62447
ENSMUSG00000046101	
ENSMUSG00000029204	Q9D3G9
ENSMUSG00000025580	
ENSMUSG00000063450	Q6ZWQ0
ENSMUSG00000015247	Q9CQE1
ENSMUSG00000028969	P49615
ENSMUSG00000015247	
ENSMUSG00000028969	
ENSMUSG00000025007	
ENSMUSG00000048330	Q8BPM6
ENSMUSG00000095232	
ENSMUSG00000037490	Q8BFW9
ENSMUSG00000043698	
ENSMUSG00000094721	
ENSMUSG00000075163	
ENSMUSG00000028699	Q99J59
ENSMUSG00000047390	Q8R2I6
ENSMUSG00000028699	
ENSMUSG00000118528	
ENSMUSG00000001823	P23812
ENSMUSG00000039068	Q6KAQ7
ENSMUSG00000045337	Q8R2I7
ENSMUSG00000046318	Q3MI99
ENSMUSG00000037363	
ENSMUSG00000072944	
ENSMUSG00000062901	Q8BRG6
ENSMUSG00000066122	
ENSMUSG00000039699	Q8R1H8
ENSMUSG00000048500	Q8R2I5
ENSMUSG00000025287	Q9R0X4
ENSMUSG00000042244	A1A547
ENSMUSG00000031028	
ENSMUSG00000062901	
ENSMUSG00000071359	P62340
ENSMUSG00000025287	
ENSMUSG00000079440	
ENSMUSG00000046318	
ENSMUSG00000078324	
ENSMUSG00000028251	Q9D0B5
ENSMUSG00000096915	
ENSMUSG00000005656	Q6P8X1
ENSMUSG00000070806	
ENSMUSG00000005656	
ENSMUSG00000024944	Q9D0J4
ENSMUSG00000049878	
ENSMUSG00000068921	
ENSMUSG00000094981	
ENSMUSG00000039068	
ENSMUSG00000033533	
ENSMUSG00000026924	
ENSMUSG00000034297	Q5SWW4
ENSMUSG00000059895	
ENSMUSG00000031028	P50586
ENSMUSG00000048899	Q6PFX8
ENSMUSG00000030209	
ENSMUSG00000020962	Q99PM3
ENSMUSG00000036211	
ENSMUSG00000068921	Q9ER88
ENSMUSG00000021069	Q9ET01
ENSMUSG00000029101	Q8CGE9
ENSMUSG00000060678	P62806
ENSMUSG00000018572	Q8BSN5
ENSMUSG00000020962	
ENSMUSG00000021069	
ENSMUSG00000040017	P31532
ENSMUSG00000073457	Q9QYZ3
ENSMUSG00000029101	
ENSMUSG00000026924	E9QAT4
ENSMUSG00000006241	Q8C963
ENSMUSG00000020213	Q9DAG6
ENSMUSG00000007880	
ENSMUSG00000007880	A2BH40
ENSMUSG00000025978	Q8CHX7
ENSMUSG00000054161	Q80XS7
ENSMUSG00000025978	
ENSMUSG00000038528	
ENSMUSG00000074115	P05366
ENSMUSG00000026389	
ENSMUSG00000041420	
ENSMUSG00000059895	Q9D658
ENSMUSG00000006241	
ENSMUSG00000070563	Q80ZQ0
ENSMUSG00000040850	Q5SSW2
ENSMUSG00000040850	
ENSMUSG00000068105	Q9D8D0
ENSMUSG00000031933	
ENSMUSG00000046994	Q499X9
ENSMUSG00000018572	
ENSMUSG00000068105	
ENSMUSG00000026594	
ENSMUSG00000044994	
ENSMUSG00000031933	Q9EQF4
ENSMUSG00000057321	G5E8G2
ENSMUSG00000054988	P29755
ENSMUSG00000073953	
ENSMUSG00000028053	Q99MY8
ENSMUSG00000001270	Q04447
ENSMUSG00000033533	Q91VA0
ENSMUSG00000073952	
ENSMUSG00000006611	
ENSMUSG00000040883	Q91XE8
ENSMUSG00000112187	
ENSMUSG00000070939	Q3UR70
ENSMUSG00000074764	Q3V172
ENSMUSG00000059488	
ENSMUSG00000079583	
ENSMUSG00000075161	
ENSMUSG00000038560	Q9ESX2
ENSMUSG00000070939	
ENSMUSG00000074764	
ENSMUSG00000040883	
ENSMUSG00000028698	
ENSMUSG00000026784	
ENSMUSG00000073951	
ENSMUSG00000028715	O35728
ENSMUSG00000094149	
ENSMUSG00000073950	
ENSMUSG00000061961	
ENSMUSG00000018068	Q80UK8
ENSMUSG00000028577	P27612
ENSMUSG00000018068	
ENSMUSG00000006611	P70387
ENSMUSG00000025405	P55104
ENSMUSG00000028577	
ENSMUSG00000019984	
ENSMUSG00000072672	
ENSMUSG00000040455	Q8K387
ENSMUSG00000063715	
ENSMUSG00000025630	P00493
ENSMUSG00000040455	
ENSMUSG00000030228	
ENSMUSG00000028161	P63328
ENSMUSG00000079697	
ENSMUSG00000018868	Q32LZ8
ENSMUSG00000020214	Q9CQ35
ENSMUSG00000025144	
ENSMUSG00000034107	Q14AT5
ENSMUSG00000043940	Q6VNB8
ENSMUSG00000053012	Q99JT5
ENSMUSG00000042063	
ENSMUSG00000046031	Q8C9E8
ENSMUSG00000053012	
ENSMUSG00000023806	
ENSMUSG00000034107	
ENSMUSG00000058052	Q8R2I3
ENSMUSG00000027341	Q8CIB6
ENSMUSG00000023806	Q9DA80
ENSMUSG00000041420	P97368
ENSMUSG00000028698	Q64143
ENSMUSG00000059382	Q7M721
ENSMUSG00000026784	Q33DR2
ENSMUSG00000044222	Q8R2I4
ENSMUSG00000015083	Q8VCG4
ENSMUSG00000025144	Q8C4X1
ENSMUSG00000015083	
ENSMUSG00000043940	
ENSMUSG00000096373	
ENSMUSG00000078593	B1AUF7
ENSMUSG00000071150	Q7M720
ENSMUSG00000001558	Q9D5V2
ENSMUSG00000028111	P55097
ENSMUSG00000111410	
ENSMUSG00000027010	Q8BH59
ENSMUSG00000038279	
ENSMUSG00000001558	
ENSMUSG00000096691	
ENSMUSG00000019256	
ENSMUSG00000043383	
ENSMUSG00000052031	P0CAX8
ENSMUSG00000070990	Q8R2I0
ENSMUSG00000096743	
ENSMUSG00000034616	Q8K330
ENSMUSG00000027010	
ENSMUSG00000034616	
ENSMUSG00000020891	O35936
ENSMUSG00000042225	Q9JHT5
ENSMUSG00000020891	
ENSMUSG00000036111	Q924W9
ENSMUSG00000053909	
ENSMUSG00000073758	Q7TSG5
ENSMUSG00000036111	
ENSMUSG00000043165	P18165
ENSMUSG00000040345	
ENSMUSG00000024734	
ENSMUSG00000085584	Q32KG4
ENSMUSG00000044201	P48967
ENSMUSG00000048732	Q8CE33
ENSMUSG00000006262	
ENSMUSG00000062949	
ENSMUSG00000004508	
ENSMUSG00000044201	
ENSMUSG00000069118	
ENSMUSG00000112611	
ENSMUSG00000020469	Q9QVP4
ENSMUSG00000047492	O08717
ENSMUSG00000118429	
ENSMUSG00000033080	Q91V10
ENSMUSG00000006262	Q8BPB0
ENSMUSG00000073758	
ENSMUSG00000095659	
ENSMUSG00000092083	A6H8H5
ENSMUSG00000029205	
ENSMUSG00000118438	
ENSMUSG00000024734	Q62005
ENSMUSG00000062949	Q9QZW0
ENSMUSG00000038026	P48543
ENSMUSG00000000730	Q9CWR8
ENSMUSG00000015095	Q9QXW2
ENSMUSG00000057181	Q9CYI0
ENSMUSG00000041362	Q8K2Q9
ENSMUSG00000042499	
ENSMUSG00000036181	P15864
ENSMUSG00000024732	Q9JJ89
ENSMUSG00000057181	
ENSMUSG00000091955	Q6ZWY8
ENSMUSG00000036899	P69744
ENSMUSG00000035529	Q80V63
ENSMUSG00000022783	Q9JLI7
ENSMUSG00000096365	
ENSMUSG00000050368	P28359
ENSMUSG00000044708	Q9JM63
ENSMUSG00000034117	Q9Z2J6
ENSMUSG00000036899	
ENSMUSG00000052364	
ENSMUSG00000035529	
ENSMUSG00000069310	P84228
ENSMUSG00000000730	
ENSMUSG00000020051	P16331
ENSMUSG00000023387	
ENSMUSG00000025407	P47806
ENSMUSG00000020051	
ENSMUSG00000079112	
ENSMUSG00000026879	P13020
ENSMUSG00000050229	Q8C2R7
ENSMUSG00000039070	Q6P8K8
ENSMUSG00000015095	
ENSMUSG00000051811	
ENSMUSG00000025407	
ENSMUSG00000078280	
ENSMUSG00000028093	Q8BP40
ENSMUSG00000020451	O54785
ENSMUSG00000049630	Q9ESN4
ENSMUSG00000071149	
ENSMUSG00000029001	
ENSMUSG00000028116	Q9JJW5
ENSMUSG00000114473	
ENSMUSG00000051811	Q80ZN9
ENSMUSG00000027499	
ENSMUSG00000028116	
ENSMUSG00000042433	
ENSMUSG00000025515	
ENSMUSG00000027499	P63248
ENSMUSG00000041193	
ENSMUSG00000035754	Q4VBE8
ENSMUSG00000071645	Q8R3F9
ENSMUSG00000034300	Q8BXQ8
ENSMUSG00000037685	P70704
ENSMUSG00000026879	
ENSMUSG00000034300	
ENSMUSG00000036095	
ENSMUSG00000021366	
ENSMUSG00000068391	Q9JKP8
ENSMUSG00000068391	
ENSMUSG00000044365	
ENSMUSG00000045540	
ENSMUSG00000033871	Q8VHJ7
ENSMUSG00000073764	
ENSMUSG00000050030	
ENSMUSG00000054598	
ENSMUSG00000044365	Q6NXI8
ENSMUSG00000037685	
ENSMUSG00000109951	
ENSMUSG00000026730	
ENSMUSG00000020273	Q6PCL9
ENSMUSG00000049011	
ENSMUSG00000094305	
ENSMUSG00000020273	
ENSMUSG00000058908	
ENSMUSG00000017049	Q9D9B0
ENSMUSG00000026730	Q60866
ENSMUSG00000042097	P24399
ENSMUSG00000094978	
ENSMUSG00000039057	
ENSMUSG00000029830	Q6PDF3
ENSMUSG00000061974	
ENSMUSG00000036698	Q8CJG0
ENSMUSG00000039100	Q6ZQ89
ENSMUSG00000021367	P22387
ENSMUSG00000057446	Q9JI81
ENSMUSG00000099900	
ENSMUSG00000058071	
ENSMUSG00000029830	
ENSMUSG00000051038	
ENSMUSG00000078518	
ENSMUSG00000052303	
ENSMUSG00000093871	
ENSMUSG00000052303	Q91ZC6
ENSMUSG00000094295	
ENSMUSG00000053870	G5E8F4
ENSMUSG00000018548	Q6PCX9
ENSMUSG00000036907	Q8CFR0
ENSMUSG00000019795	
ENSMUSG00000071766	
ENSMUSG00000018548	
ENSMUSG00000078208	
ENSMUSG00000026126	Q61152
ENSMUSG00000022437	Q8BGH2
ENSMUSG00000061082	Q9JI83
ENSMUSG00000042708	Q3TTP0
ENSMUSG00000026126	
ENSMUSG00000050197	F6YCR7
ENSMUSG00000036500	
ENSMUSG00000042708	
ENSMUSG00000078576	
ENSMUSG00000060412	Q7M718
ENSMUSG00000060685	
ENSMUSG00000039057	Q5DU14
ENSMUSG00000074111	
ENSMUSG00000012819	
ENSMUSG00000046438	Q7M747
ENSMUSG00000056901	
ENSMUSG00000042678	Q9QZZ4
ENSMUSG00000050010	Q3UPR0
ENSMUSG00000053217	
ENSMUSG00000050010	
ENSMUSG00000006270	Q2NKI2
ENSMUSG00000042678	
ENSMUSG00000010290	Q922M7
ENSMUSG00000026564	Q148W8
ENSMUSG00000055027	P97443
ENSMUSG00000053626	
ENSMUSG00000030397	Q8CIP4
ENSMUSG00000036921	
ENSMUSG00000041653	
ENSMUSG00000026989	Q9D757
ENSMUSG00000020451	
ENSMUSG00000050623	
ENSMUSG00000078640	
ENSMUSG00000055027	
ENSMUSG00000040901	Q6VV64
ENSMUSG00000030397	
ENSMUSG00000037032	
ENSMUSG00000050288	Q9JIP6
ENSMUSG00000080316	
ENSMUSG00000070683	
ENSMUSG00000058349	Q7M715
ENSMUSG00000033420	Q9CZ52
ENSMUSG00000050623	Q9CQP8
ENSMUSG00000026880	P54116
ENSMUSG00000078575	
ENSMUSG00000063550	
ENSMUSG00000035860	Q8BL00
ENSMUSG00000047146	
ENSMUSG00000033420	
ENSMUSG00000028936	P67984
ENSMUSG00000057997	
ENSMUSG00000022635	Q9CZ96
ENSMUSG00000019943	
ENSMUSG00000078753	
ENSMUSG00000093917	
ENSMUSG00000016194	P50172
ENSMUSG00000006529	
ENSMUSG00000016194	
ENSMUSG00000075031	Q64475
ENSMUSG00000006529	Q61702
ENSMUSG00000080316	E9Q8Q8
ENSMUSG00000047146	Q3URK3
ENSMUSG00000022635	
ENSMUSG00000032006	Q925I7
ENSMUSG00000061615	C0HKE1
ENSMUSG00000061615	C0HKE2
ENSMUSG00000061615	C0HKE3
ENSMUSG00000061615	C0HKE4
ENSMUSG00000061615	C0HKE5
ENSMUSG00000061615	C0HKE6
ENSMUSG00000061615	C0HKE7
ENSMUSG00000061615	C0HKE8
ENSMUSG00000061615	C0HKE9
ENSMUSG00000058833	Q9CYZ6
ENSMUSG00000031441	
ENSMUSG00000024957	O88454
ENSMUSG00000036095	Q6NS52
ENSMUSG00000031441	P98197
ENSMUSG00000024957	
ENSMUSG00000028243	Q0KL01
ENSMUSG00000050650	
ENSMUSG00000001783	Q99LF4
ENSMUSG00000095608	
ENSMUSG00000069267	P84228
ENSMUSG00000047619	Q9DAF3
ENSMUSG00000058833	
ENSMUSG00000039497	Q8BLI4
ENSMUSG00000085111	
ENSMUSG00000036529	Q6ZPE2
ENSMUSG00000024855	Q8K212
ENSMUSG00000039497	
ENSMUSG00000009633	Q61585
ENSMUSG00000057381	P59528
ENSMUSG00000091896	P62838
ENSMUSG00000000103	P20662
ENSMUSG00000009563	Q8R1J9
ENSMUSG00000009563	
ENSMUSG00000091896	
ENSMUSG00000024424	
ENSMUSG00000020053	P05017
ENSMUSG00000041842	Q3ULZ2
ENSMUSG00000024855	
ENSMUSG00000062732	Q8BVP6
ENSMUSG00000040034	P59235
ENSMUSG00000041842	
ENSMUSG00000019943	G5E829
ENSMUSG00000062732	
ENSMUSG00000046668	
ENSMUSG00000066072	O88833
ENSMUSG00000036529	
ENSMUSG00000046668	Q91WA4
ENSMUSG00000030772	Q9QUN9
ENSMUSG00000066072	
ENSMUSG00000037032	Q9QXJ1
ENSMUSG00000027070	A2ARV4
ENSMUSG00000028152	P62080
ENSMUSG00000028331	
ENSMUSG00000027070	
ENSMUSG00000011349	Q8CGW9
ENSMUSG00000028152	
ENSMUSG00000020053	
ENSMUSG00000028331	Q562D6
ENSMUSG00000043029	Q8K424
ENSMUSG00000093973	
ENSMUSG00000025212	
ENSMUSG00000028476	Q9Z0J1
ENSMUSG00000025094	Q8BRU6
ENSMUSG00000025925	P70371
ENSMUSG00000023263	
ENSMUSG00000025925	
ENSMUSG00000029629	
ENSMUSG00000047562	O55123
ENSMUSG00000026509	O08529
ENSMUSG00000044216	
ENSMUSG00000078206	
ENSMUSG00000096719	
ENSMUSG00000035713	
ENSMUSG00000031563	Q6NXJ0
ENSMUSG00000013701	
ENSMUSG00000008136	O70433
ENSMUSG00000024130	Q8R420
ENSMUSG00000022186	Q9D0K2
ENSMUSG00000032719	Q3UPR9
ENSMUSG00000029829	
ENSMUSG00000026548	
ENSMUSG00000022186	
ENSMUSG00000008136	
ENSMUSG00000042699	
ENSMUSG00000038064	Q9D7U6
ENSMUSG00000051455	A2AG06
ENSMUSG00000069266	P62806
ENSMUSG00000095543	
ENSMUSG00000051455	
ENSMUSG00000028751	Q9QUL3
ENSMUSG00000094542	
ENSMUSG00000028751	
ENSMUSG00000093895	
ENSMUSG00000094973	
ENSMUSG00000071815	Q99MX2
ENSMUSG00000008730	O88904
ENSMUSG00000024130	
ENSMUSG00000073888	
ENSMUSG00000011256	O35674
ENSMUSG00000030298	Q9D1M0
ENSMUSG00000063455	
ENSMUSG00000008730	
ENSMUSG00000030194	Q7M713
ENSMUSG00000041255	Q80X59
ENSMUSG00000025212	Q91V61
ENSMUSG00000025905	P33534
ENSMUSG00000062952	Q7M712
ENSMUSG00000025905	
ENSMUSG00000060093	P62806
ENSMUSG00000041556	Q80UW2
ENSMUSG00000095831	
ENSMUSG00000063455	Q68FD9
ENSMUSG00000109100	
ENSMUSG00000056926	Q7M711
ENSMUSG00000026639	Q61087
ENSMUSG00000052302	Q69ZT9
ENSMUSG00000026639	
ENSMUSG00000024759	
ENSMUSG00000052302	
ENSMUSG00000028601	Q3TLP5
ENSMUSG00000002111	
ENSMUSG00000024759	Q91YH5
ENSMUSG00000039021	
ENSMUSG00000049775	P20065
ENSMUSG00000000544	
ENSMUSG00000007610	Q923K4
ENSMUSG00000111190	
ENSMUSG00000047026	Q80W40
ENSMUSG00000033444	Q2KN98
ENSMUSG00000002111	P17433
ENSMUSG00000050089	Q60662
ENSMUSG00000033444	
ENSMUSG00000000416	
ENSMUSG00000028766	P09242
ENSMUSG00000030942	Q99J36
ENSMUSG00000007610	
ENSMUSG00000000416	B9EJA2
ENSMUSG00000068686	
ENSMUSG00000038256	Q9D219
ENSMUSG00000068686	P58019
ENSMUSG00000028766	
ENSMUSG00000038600	Q920R6
ENSMUSG00000028601	
ENSMUSG00000044952	
ENSMUSG00000059874	
ENSMUSG00000031027	Q924X7
ENSMUSG00000015484	Q8CAA5
ENSMUSG00000036502	Q8BHW5
ENSMUSG00000001901	
ENSMUSG00000021203	
ENSMUSG00000034845	
ENSMUSG00000031027	
ENSMUSG00000021203	Q9CQX0
ENSMUSG00000038888	Q99J10
ENSMUSG00000044433	Q80VC9
ENSMUSG00000035049	Q6P5B0
ENSMUSG00000020877	Q8VCA8
ENSMUSG00000018800	Q8K448
ENSMUSG00000018800	
ENSMUSG00000020877	
ENSMUSG00000048047	Q8BN78
ENSMUSG00000047098	Q924T7
ENSMUSG00000041144	
ENSMUSG00000044433	
ENSMUSG00000048047	
ENSMUSG00000046442	Q80TL0
ENSMUSG00000019763	Q8CI78
ENSMUSG00000058441	Q6IMP4
ENSMUSG00000045291	
ENSMUSG00000009350	P11247
ENSMUSG00000062199	
ENSMUSG00000019763	
ENSMUSG00000052572	
ENSMUSG00000078202	Q91ZA8
ENSMUSG00000009350	
ENSMUSG00000058441	
ENSMUSG00000095236	
ENSMUSG00000055010	
ENSMUSG00000096485	
ENSMUSG00000035745	Q91ZU9
ENSMUSG00000035745	
ENSMUSG00000036022	Q6NZE7
ENSMUSG00000033774	P49681
ENSMUSG00000094192	
ENSMUSG00000030089	
ENSMUSG00000066224	A6PWV5
ENSMUSG00000066224	
ENSMUSG00000040629	
ENSMUSG00000030089	Q921R8
ENSMUSG00000037012	P17710
ENSMUSG00000030373	
ENSMUSG00000040629	Q8BVN9
ENSMUSG00000029629	Q9D4H9
ENSMUSG00000047098	
ENSMUSG00000020890	P52785
ENSMUSG00000012819	Q99PF4
ENSMUSG00000035694	Q8BUG5
ENSMUSG00000090439	
ENSMUSG00000042425	
ENSMUSG00000035694	
ENSMUSG00000096871	
ENSMUSG00000044340	Q8CHE4
ENSMUSG00000059555	Q8BH02
ENSMUSG00000069265	P68433
ENSMUSG00000059555	
ENSMUSG00000055980	
ENSMUSG00000020124	Q8R5H1
ENSMUSG00000054423	
ENSMUSG00000037531	Q8K2Y7
ENSMUSG00000028528	
ENSMUSG00000015363	
ENSMUSG00000030230	Q8K4D7
ENSMUSG00000019470	Q9DCD2
ENSMUSG00000019470	
ENSMUSG00000078698	
ENSMUSG00000015363	Q99JY4
ENSMUSG00000030230	
ENSMUSG00000058325	
ENSMUSG00000036073	
ENSMUSG00000041798	P52792
ENSMUSG00000041791	P70190
ENSMUSG00000107822	
ENSMUSG00000070780	Q91WT8
ENSMUSG00000041798	
ENSMUSG00000001642	P45376
ENSMUSG00000041161	B1AZ99
ENSMUSG00000070780	
ENSMUSG00000067616	Q9QYN3
ENSMUSG00000024731	Q99N03
ENSMUSG00000001642	
ENSMUSG00000028182	Q14DL3
ENSMUSG00000072249	
ENSMUSG00000020124	
ENSMUSG00000037012	
ENSMUSG00000040728	
ENSMUSG00000013858	Q8CIV2
ENSMUSG00000024731	
ENSMUSG00000040728	Q3US41
ENSMUSG00000024500	Q6ZWR4
ENSMUSG00000093853	
ENSMUSG00000013858	
ENSMUSG00000015189	Q7TN73
ENSMUSG00000015189	
ENSMUSG00000047514	O88852
ENSMUSG00000027673	Q9CQH3
ENSMUSG00000026247	Q9JMI0
ENSMUSG00000067795	
ENSMUSG00000024500	
ENSMUSG00000001173	Q6NVF0
ENSMUSG00000027673	
ENSMUSG00000095383	
ENSMUSG00000043342	P28357
ENSMUSG00000094748	
ENSMUSG00000092518	
ENSMUSG00000001173	
ENSMUSG00000024587	Q8BP47
ENSMUSG00000041138	
ENSMUSG00000045797	
ENSMUSG00000060675	Q8R3U1
ENSMUSG00000020178	Q60613
ENSMUSG00000005800	O70138
ENSMUSG00000102668	
ENSMUSG00000020178	
ENSMUSG00000026904	Q5DTL9
ENSMUSG00000000731	Q9Z0E3
ENSMUSG00000028240	Q64505
ENSMUSG00000060675	
ENSMUSG00000064023	Q61955
