		E-GEOD-11941	E-GEOD-12113	E-GEOD-29598	E-GEOD-32920	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-57116	E-GEOD-57116	E-GEOD-60052	E-GEOD-63252	E-GEOD-63452	E-MTAB-3645	E-MTAB-6491	E-MTAB-6681	E-MTAB-6724	E-MTAB-6865	E-TABM-868
ENSG00000102230	PCYT1B	-0.3		0.5		0.99	0.1	0.1	0.99			0.8	-0.5		0.5		-0.3		4.6	0.99
ENSG00000102241	HTATSF1	1.2	0.2	-0.8		-0.5	0.2	0.1	0.6	0.6	0.99	0.5	1.1	-0.1	0.99	-0.4	0.2	0.2	0.4	0.99
ENSG00000102243	VGLL1	-0.5	-1.1	0.2		0.3	-0.4	0.99	0.99			0.6	-1.1	0.5	0.99	0.4			0.99	0.2
ENSG00000102245	CD40LG			0.8		0.99	0.99	0.99	-0.3			-0.5	-0.7		0.99	-1.1			-0.7	0.99
ENSG00000102265	TIMP1	-0.4	-0.9	-0.9		-0.9	0.99	-0.4	0.99	0.8	1.2	-0.3	0.99	0.2	0.99	0.2	-0.6	-0.6	-0.1	0.99
ENSG00000102271	KLHL4		0.1	0.9		1.4	-0.8	0.2	0.9	0.99	1.2	-0.1	-0.7		0.2	0.4	0.99	0.2	-1.3	0.3
ENSG00000102287	GABRE	-0.5	0.1	0.5	0.99	-0.8	-2.6	-2.6	-5.1	-0.6	-1.0	-1.6	-0.7	0.6	0.99	0.1	-0.4			-0.7
ENSG00000102302	FGD1	-0.1	-0.1	0.8		0.6	0.7	0.9	1.1	0.8	1.1	0.9	-1.5	0.4	-0.4	0.99	-0.2	-0.1	-0.7	-0.4
ENSG00000102309	PIN4	-0.8	-0.1	0.3		0.99	-0.5	-0.5	0.3	1.2	1.5	0.8	0.7	1.1	-0.4	-0.9	0.99	0.4	0.7	0.99
ENSG00000102312	PORCN		-0.9	0.3		-1.4	-0.1	0.99	-0.3	1.0	0.9	0.3	-0.5	0.4	-0.5	0.99	-0.1	-0.4	0.3	0.2
ENSG00000102313	ITIH6	-0.7				0.99	0.99	0.99	0.99	2.7	0.99	-0.3	-0.3		0.99	0.99	-1.6		0.99	0.99
ENSG00000102316	MAGED2	-1.3	-0.3	1.0		-1.0	-0.6	-0.2	-0.4	0.8	0.8	-0.1	0.99	0.8	0.6	0.99	-0.8	0.1	1.2	0.6
ENSG00000102317	RBM3	0.5	-0.3	-3.9		-0.6	-0.6	-0.3	0.5	0.7	1.4	0.4	0.3	-0.1	-1.2	-0.8	-0.1	0.5	-0.7	-1.1
ENSG00000102349	KLF8			0.8		0.99	-0.1	-0.1	0.99			-1.2	-0.5	-1.0	0.99				-0.5	0.2
ENSG00000102359	SRPX2	-0.3	-0.3	-0.2		-1.3	0.1	0.99	0.99	-0.4	0.1	-1.3	-0.8	0.4	0.4	1.9	0.99	0.99		0.99
ENSG00000102362	SYTL4	-0.4	-0.6			1.4	0.99	-0.4	-0.6	0.7	-0.2	-0.1	0.99	0.6	0.3		0.5	-0.3	1.3	-0.1
ENSG00000102383	ZDHHC15					0.99	0.99	1.2	0.99			1.2	0.99	0.6	0.1		0.3		-2.2	
ENSG00000102384	CENPI	-0.4		-0.5	-0.9	2.8	1.4	1.4	3.2	0.1	-0.2	1.8	-0.7	1.2	-1.0		0.99	0.2	5.7	-1.0
ENSG00000102385	DRP2	-0.5		0.3	0.6	0.99	0.99	0.99	-0.1	1.0	0.3	1.4	-0.6	-0.3	0.99	0.2	-0.4	0.99	3.2	0.2
ENSG00000102387	TAF7L	0.1		0.1		0.2	-0.2	0.99	-0.2	0.8	0.2	2.7	-0.1	0.99	0.99	0.99	-0.3		0.99	
ENSG00000102390	PBDC1	-0.2	-0.1			-0.7	0.99	0.99	1.0			-0.5	1.1	0.3	1.1		0.4	0.5	0.4	0.4
ENSG00000102393	GLA	-1.7	-0.8	-0.2		0.6	0.8	0.6	0.5	1.0	1.2	-0.2	-0.7	1.1	0.4	0.6	0.2	-0.1	3.8	0.4
ENSG00000102401	ARMCX3	-0.7	0.6	0.99	-0.8	1.1	-0.7	-0.4	-1.9	0.1	-0.5	-0.5	3.1		0.5		-0.2	0.1	0.7	0.9
ENSG00000102409	BEX4	-0.5	0.1	-2.3		0.99	-1.6	-0.4	-2.4			1.1	0.99		0.99	0.6	-0.3	0.4	-0.6	0.7
ENSG00000102445	RUBCNL		0.3	0.4		0.99	1.0	0.2	-0.5			-0.5	0.99	-2.4	0.99	-0.1	0.2	-0.2	6.3	-0.4
ENSG00000102466	FGF14	0.4		0.3		0.99	-0.3	-0.2	1.6	-1.3	-2.5	0.2	-1.0		0.2		-0.8		0.99	0.5
ENSG00000102468	HTR2A			0.6		0.99	0.99	0.2	0.99	3.9	0.99	0.9	0.99		0.1	1.1				0.1
ENSG00000102471	NDFIP2	0.9	0.5			0.1	0.99	0.3	0.2	0.7	0.1	-0.3	2.3	-0.3	0.8	0.4	0.2	-0.1	3.5	-0.9
ENSG00000102524	TNFSF13B	1.7	0.1			-0.1	-0.6	-1.3	1.5	0.7	-0.8	0.2	-0.2	-0.3	0.99	-3.0	0.1	-0.8	-1.6	0.6
ENSG00000102531	FNDC3A	0.1	0.6	-2.1	-0.1	0.1	0.7	0.9	-1.6	1.2	0.3	-0.7	3.6	-0.3	0.6		-0.1		-3.4	1.6
ENSG00000102539	MLNR			0.5		0.99	-0.2	-0.2	-0.1	2.8	0.9	1.2	-0.4		0.99			-0.3	0.99	-0.5
ENSG00000102543	CDADC1	0.4	-0.2	0.4	0.99	0.1	0.99	-0.3	0.7	1.8	0.5	0.4	0.5	-0.5	0.99	-1.0	0.3	-0.3	-0.3	-0.6
ENSG00000102547	CAB39L	0.1		0.2		0.99	-0.5	-0.7	0.4	2.4	0.8	-1.6	0.99	-0.4	0.5	-0.3	0.3	0.3	0.6	0.2
ENSG00000102554	KLF5	-0.3	0.4	0.7	-0.6	1.4	-0.6	-0.4	0.4	-0.3	-0.1	-0.5	1.9	-1.6	0.99		0.5	-0.2	-0.1	1.1
ENSG00000102572	STK24	0.5	-0.3	0.2		0.99	1.2	1.3	0.5	0.5	-0.2		0.5	-0.7	0.99	0.99	-0.4	0.4	0.9	-0.4
ENSG00000102575	ACP5	-0.7	-0.5	-1.2		0.99	0.3	0.5	0.2	-2.3	-3.7	-1.8	0.99	0.99	-0.2	0.8		-0.4	2.2	0.3
ENSG00000102580	DNAJC3	0.2	0.6	0.1	0.99	0.1	0.99	0.99	0.99	0.7	-0.3	-0.5	4.4	-1.2	0.1	0.5	0.2	-0.3	-0.8	1.2
ENSG00000102595	UGGT2	-0.6		-0.5		-0.6	-0.3	0.99	-2.2	0.4	-0.3	0.8	2.4	-0.4	0.5	0.4	-0.3	-0.4	2.4	0.99
ENSG00000102606	ARHGEF7	1.5	-0.2	-0.3		0.6	0.8	0.7	0.99	-0.4	-1.1	0.5	1.6	0.1	0.99	-0.5	-0.1	-0.1	0.9	
ENSG00000102678	FGF9	0.4		0.8		1.2	0.2	0.3	0.99			2.1	-0.4	1.0	0.1		-0.5	0.2	-1.9	0.2
ENSG00000102699	PARP4									0.5	-0.4	-1.1		0.99	0.99		-0.1	-0.1	0.99	
ENSG00000102710	SUPT20H	0.3	-0.2	-0.2		0.99	0.6	0.5	0.99	-0.4	0.2	0.3	2.4	-0.8	-0.3	-0.6	-0.3	-0.2	-0.9	0.1
ENSG00000102743	SLC25A15	-1.3	-0.3	0.99		0.4	0.2	0.3	1.0	-0.1	-0.6	0.6	-1.9	0.8	-0.5	-1.0	-0.3	0.6	1.3	-1.8
ENSG00000102753	KPNA3		0.5	-1.1		0.8	0.8	0.8	1.1	0.6	-0.3	-0.8	1.0	0.4	0.4	0.99	0.2	0.4	-0.3	0.99
ENSG00000102755	FLT1	-0.7		0.6		0.99	0.9	0.5	0.99	1.5	-0.6	-1.4	-0.3	0.4	0.99	0.6		-0.5	2.6	0.99
ENSG00000102760	RGCC	-0.5	-0.5	0.1	0.99	-2.5	4.3	3.6	3.0	-0.2	0.2	-3.5	-2.8	1.5	0.99		-0.4	0.5	0.1	0.3
ENSG00000102763	VWA8	0.4	0.4	0.1		0.4	0.99	0.99	0.1	0.8	-0.1	-1.0	1.7	0.99	0.3	0.4	0.2	0.1	-1.3	0.99
ENSG00000102780	DGKH	-0.3	0.1			0.3	1.8	1.4	0.9	0.8	-0.1	-0.1	0.5	-0.5	0.9	-0.1	0.1	0.99	-3.0	1.1
ENSG00000102781	KATNAL1		0.3			1.8	0.4	0.4	0.2	0.6	-0.3	0.4	1.3	0.5	0.9	0.5	0.2	0.99	0.2	0.99
ENSG00000102786	INTS6	1.6	1.5	0.9		0.3	0.3	0.3	-0.6	-3.0	-1.2	-0.1	3.2	-0.3	0.99	-0.3	-0.1	0.99	-1.6	0.4
ENSG00000102794	ACOD1	-0.4				-0.1	0.99	-0.1	-0.2	2.7	0.99	1.2	-0.7		0.99	-0.3				3.3
ENSG00000102796	DHRS12	-0.3	-0.6	0.9		0.99	-0.2	-0.3	0.4	-1.5	-1.3	-0.6	-0.5	-0.3	0.99		0.1	0.2	-2.9	0.99
ENSG00000102802	MEDAG	-0.3	0.1			0.99	-1.2	-0.6	-0.3			-0.3	-0.8		0.99	0.3			2.3	0.2
ENSG00000102804	TSC22D1	-0.5	-0.2	-0.6		0.2	-1.5	-1.4	-0.3	-0.6	2.3	-0.4	0.99	-0.9	0.7	0.99	-0.6	0.3	-1.4	1.6
ENSG00000102805	CLN5	-0.5	0.5	0.99	-0.5	-0.3	-0.9	-0.6	0.99	-3.5	-0.5	0.6	0.4	-0.3	-0.5	0.4	0.2	-0.3	-3.9	2.0
ENSG00000102854	MSLN		-0.9	0.2		-2.3	-0.7	-0.7	0.3	1.1	1.0	-3.2	0.7	0.99	0.1	0.99			0.99	
ENSG00000102858	MGRN1		-0.9	1.5		0.4	0.5	0.7	0.8	0.3	-0.2		-0.4	0.2	0.99	-0.2	-0.4	0.2	0.7	-0.7
ENSG00000102870	ZNF629	-0.5		0.7		0.99	-0.2	0.99	0.99	-1.5	-1.2	0.2	0.99	0.1	-0.4		-0.4		-0.8	0.99
ENSG00000102871	TRADD	-0.8	-0.7	0.4		-0.3	0.99	0.99	0.99	-0.9	-0.2	-0.2	-0.7	1.3	-0.7	-0.5	0.1	-0.1	-0.8	0.99
ENSG00000102878	HSF4	-0.6		0.8	0.99	-0.4	0.5	0.4	-0.7	-0.3	0.2	0.1	0.99	-0.8	0.99	0.6	-1.1	-0.4	1.9	
ENSG00000102879	CORO1A	-0.5	-1.1	-0.5		1.8	1.8	1.5	1.0	-3.0	0.7	-0.2	-3.1	1.5	-1.7	-0.5	0.99	0.1	0.6	-1.0
ENSG00000102882	MAPK3			0.7		1.4	0.4	0.4	0.8	0.8	0.8	-0.5	-1.6	-0.1	-0.4	0.2	0.1	0.99	1.3	
ENSG00000102886	GDPD3	-0.4	-0.8	0.4		1.8	-0.1	0.99	0.99	-0.3	-0.4	0.4	0.99	2.1	-0.3		-0.5	-0.1	0.5	-0.2
ENSG00000102890	ELMO3	0.1	-0.7	0.8		0.3	0.3	0.99	-1.4	0.5	1.5	-0.3	-0.5	0.8	-0.4	0.99	-1.2	-0.5	-0.3	-0.3
ENSG00000102893	PHKB	-0.8	0.2	-1.0		0.99	-0.8	-0.5	0.5	0.4	0.2	-0.6	2.0	-0.2	-0.3	0.99	0.4	0.2	-1.3	0.99
ENSG00000102897	LYRM1	-1.3	-0.2	0.99		-0.4	0.4	0.3	-0.6	-1.2	0.1		0.3	-0.2	0.99	-1.0	0.4	0.2	0.2	0.5
ENSG00000102898	NUTF2					0.3	-0.4	-0.7	0.5	0.7	0.8	-0.2	-0.7	-0.2	-0.4		0.1	0.1	1.2	-0.3
ENSG00000102900	NUP93	-0.2	-0.8	-0.5		1.1	1.4	1.4	1.8	0.2	-0.6	0.4	-1.9	0.9	-0.6		0.99	0.99	1.6	-0.7
ENSG00000102901	CENPT	0.5	-1.2	1.0		0.99	0.8	0.8	0.8	-0.7	0.3	-0.2	-0.6	0.3	-0.9	0.99	-1.2	0.99	-0.4	-1.1
ENSG00000102904	TSNAXIP1		-0.4	0.5		-0.1	-0.1	-0.2	-0.4	-2.8	-0.3	-0.4	-0.8	0.6	0.99	0.4	-1.2	-0.5	-1.4	
ENSG00000102908	NFAT5	0.5	2.0	1.6	0.99	2.0	2.6	2.8	-0.4	1.3	0.3	-1.0	1.4	-0.7	1.5	-0.6	0.1	-0.1	-2.8	2.2
ENSG00000102921	N4BP1			0.8		0.99	0.99	-0.3	-0.3	-1.0	-2.0	-0.9	0.99	-0.1	-0.4		0.1	0.1	-0.5	1.3
ENSG00000102924	CBLN1			0.7		0.99	-0.3	-0.3	-0.4			2.1	-0.4		-0.3					0.3
ENSG00000102931	ARL2BP	0.3	-0.3	-0.8	-0.3	0.99	-0.7	-0.7	0.4	1.1	1.3	-0.5	2.4	-0.8	-1.6	0.99	0.99		-1.3	
ENSG00000102934	PLLP	-0.5	-0.8	0.8		-2.6	-0.8	-0.5	0.6	-2.0	-0.9	-0.9	-2.4	0.1	0.6	-0.8	0.1	-0.4	-1.8	0.6
ENSG00000102935	ZNF423	0.3	-0.5	0.5		0.8	1.5	0.9	0.8			-0.7	0.99		0.99	-0.3	-0.1		0.99	
ENSG00000102962	CCL22	-0.2		0.6		-0.3	-0.2	-0.1	-0.2			0.1	-0.9	0.99	0.99	0.9		0.2	7.4	-0.3
ENSG00000102967	DHODH		-0.5	0.5		0.4	0.3	0.4	1.1	-0.7	-1.5		-2.3	1.6	-0.4	-0.4	0.99	-0.1	-0.6	-1.1
ENSG00000102970	CCL17	-0.3		0.4		0.99	0.99	0.99	0.99				-0.4		0.99	-3.6			4.2	0.99
ENSG00000102974	CTCF	1.3	-0.2	-0.5		-0.1	0.4	0.4	0.6	0.6	-0.2	0.4	0.99	0.1	0.99	-1.0	0.99	0.2	0.4	0.99
ENSG00000102977	ACD	0.5	-0.9	0.1		0.6	1.3	1.0	1.4	-0.1	0.5	0.2	-0.8	1.4	-1.6	-0.7	-0.3	0.99	1.3	-0.8
ENSG00000102978	POLR2C	0.3	-0.7	-0.5		0.99	0.1	0.99	0.7	-0.2	1.3	0.4	0.99	1.2	-0.9		0.1	0.1	0.4	-0.9
ENSG00000102981	PARD6A	-0.6		0.7		0.4	0.5	0.2	0.99	0.99	0.3	1.6	-0.7	-0.3	0.99		-0.3	0.99	1.7	0.99
ENSG00000102984	ZNF821		-0.5	0.6		0.2	-0.3	0.99	0.3	0.2	1.1	1.6	-0.7	-0.3	0.99	0.1	0.1	0.4	1.0	
ENSG00000102996	MMP15	-0.2	-0.6	0.8		0.3	0.99	-0.2	1.2	0.8	0.3	-1.0	-2.1	2.0	-0.3	0.1	-1.1	-0.5	3.7	-0.3
ENSG00000103005	USB1		-0.5	0.6		0.1	0.6	0.5	0.9	1.3	0.9	-0.1	-1.8	0.5	-1.6	-0.2	0.1	0.1	0.6	-1.0
ENSG00000103018	CYB5B	-0.6	-0.3	-1.0	-0.7	-0.4	0.99	0.4	0.99	0.6	0.1	0.2	-1.9	0.7	-0.3	0.1	0.2	0.3	2.4	-0.6
ENSG00000103021	CCDC113	2.3				0.99	0.2	0.4	0.8	0.3	0.99	-0.1	1.5	-0.6	-0.3	0.99	0.4	0.1	3.2	-0.4
ENSG00000103023	PRSS54	-0.4				-0.1	0.2	0.1	0.1	-2.7	-2.2	1.0	-0.6		0.99	0.3				0.2
ENSG00000103024	NME3		-0.4	0.7		-1.1	-1.4	-1.8	-0.5	0.2	1.5	-0.5	-2.2	1.6		-0.2	-1.4	-0.1	-0.1	0.1
ENSG00000103034	NDRG4	0.1	-0.3	0.9		0.99	-0.6	-0.4	1.5	-0.5	-1.3	-0.4	0.99	0.3	0.99	0.9	-0.6	-0.3	2.4	0.2
ENSG00000103035	PSMD7	0.2		-0.3		-0.3	0.99	0.99	0.5	0.5	1.3	0.4	0.99	-0.4	0.99	-0.3	0.2	0.1	0.8	0.99
ENSG00000103037	SETD6	1.9		0.1		-0.3	0.5	0.3	0.99	-0.2	-0.3	0.5	-0.6	1.4	0.99	-1.0	-0.5	-0.1	-1.6	0.99
ENSG00000103042	SLC38A7			0.9		-0.9	0.99	0.99	0.99	-0.9	-0.8	0.1	-0.5	0.3	-1.0	0.6	-0.3	-0.4	-1.0	0.2
ENSG00000103043	VAC14		-1.0	0.7		0.99	1.1	0.9	1.4	0.99	-0.3	-0.2	-1.3	0.4	-0.8	1.1	-0.1	0.99	0.99	-0.3
ENSG00000103044	HAS3	0.4	-0.7			0.3	-0.1	0.4	0.6	-0.3	-0.5	-0.9	-3.9	2.3	0.99	0.1	0.1	-0.5	-2.3	0.2
ENSG00000103047	TANGO6	0.5				0.2	0.99	0.4	1.3	-0.6	-1.2	-0.8	-1.6	1.0	-0.6	0.99	0.1	0.2	0.3	-0.6
ENSG00000103051	COG4	1.1	-0.7	0.7		0.99	-0.3	-0.4	0.99	0.2	0.7		-1.3	-0.8	-0.6	0.99	-0.1	0.1	-0.1	0.99
ENSG00000103056	SMPD3	-0.2	-0.2	0.8		-0.9	-0.4	-0.4	0.1	0.4	-0.6	1.8	0.5	0.99	0.3		-1.4		-2.6	0.99
ENSG00000103064	SLC7A6	1.9	-0.5	0.5		-0.9	0.99	-0.2	-0.4	0.2	0.3	-0.3	3.4	0.7	-0.6	-0.5	-0.5	-0.4	-1.8	-0.8
ENSG00000103066	PLA2G15	-0.5	-0.7	0.7		0.4	-0.6	-0.7	0.6	0.2	0.2	-0.6	-1.3	0.8	-0.6	1.4	-0.2	-0.4	1.0	-1.6
ENSG00000103067	ESRP2	0.8	-0.8	1.0		0.3	0.5	0.4	0.3	-0.1	-0.4	-0.9	0.99	1.3	0.99			-0.7	-2.0	0.1
ENSG00000103089	FA2H	-0.1	-0.6	0.5		0.1	-0.5	-0.2	1.0	0.2	-0.3	1.7	0.4	1.4	0.99	-1.0	-0.2	-0.1	0.4	0.3
ENSG00000103111	MON1B	1.4	-0.3	-0.1	0.99	0.2	-0.3	-0.5	0.99	0.99	0.4	-0.6	2.9	-0.6	-1.0	0.4	-0.1		0.7	-0.1
ENSG00000103121	CMC2	-0.5	-0.6	0.2		0.4	0.7	0.7	1.2	0.8	0.5	0.6	1.3	-0.5	-0.3	-0.9	0.6	-0.2	2.1	-0.8
ENSG00000103126	AXIN1	0.6		0.7		-1.7	0.8	0.6	0.3	-0.8	-0.7	0.1	-1.1	0.99	0.3		-0.6	0.2	-1.2	-0.1
ENSG00000103145	HCFC1R1	-0.6	-1.0	0.7		-1.3	-0.3	-0.5	1.8	0.5	2.3	-0.5	-2.4	0.2	-0.4		-0.3	0.2	2.0	-0.7
ENSG00000103148	NPRL3	-0.5	-0.8	0.8		-0.7	0.6	0.7	1.0	0.1	-0.5	0.2	-2.0	0.3	-0.7	0.99	-0.2	-0.2	0.2	0.1
ENSG00000103150	MLYCD	-1.3		-0.1		-0.5	-0.3	-0.2	-0.2	-1.9	-2.0	-0.8	-0.6	0.7	0.3	0.99	0.1	-0.3	-0.3	-0.6
ENSG00000103152	MPG	-1.0	-0.9	0.2		-0.1	0.3	0.3	0.3	0.3	0.9	0.2	-0.8	-0.4	0.99	0.8	-0.3	0.3	1.4	-0.6
ENSG00000103160	HSDL1	0.2				-0.6	0.99	0.99	0.8	0.5	0.99	1.1	0.3	0.1	0.8	0.4	0.4	0.2	-0.6	0.3
ENSG00000103168	TAF1C	1.5	-0.5	1.5		-0.4	0.99	0.99	-0.4	-0.1	1.2	-0.4	0.99	0.1	-1.1	-0.8	-1.2	-0.2	-1.1	-0.2
ENSG00000103174	NAGPA	1.0	-1.0	0.4		0.3	-0.3	-0.3	0.99	-0.9	-0.2	0.6	-1.5	1.2	-0.8	0.99	-0.5	-0.2	-2.0	0.99
ENSG00000103175	WFDC1	-0.4		-0.1		-0.2	-0.1	-0.2	-0.3	1.0	0.9	-0.5	0.99		0.1		0.6			0.2
ENSG00000103187	COTL1	-0.3	-0.9	-0.1		0.1	0.8	0.6	2.1	0.6	0.6	1.4	-1.3	0.6	-1.0	-1.4	-0.1	0.3	2.2	-1.3
ENSG00000103194	USP10	0.4	-0.1	0.2	-0.1	0.7	0.9	1.2	1.3	0.1	0.1	-0.1	1.2	-0.1	0.99		0.2	0.99	0.7	-0.3
ENSG00000103196	CRISPLD2	-1.7	-0.7	0.6		-2.3	-1.5	-1.4	-0.3	2.7	2.6	-2.2	-1.1	0.99	0.99	-2.9	0.99	-0.2	-1.6	0.99
ENSG00000103197	TSC2	0.4	-1.2	-0.6		-1.2	0.9	0.7	0.99	0.7	0.1	0.1	-1.1	-0.4	-0.4	1.1	-0.5	-0.1	-0.6	-0.7
ENSG00000103199	ZNF500	2.3		0.9		-0.1	0.5	0.5	0.99	-2.5	-0.9	0.8	-0.9	-0.1	0.99	-0.7	-0.6	-0.1	-0.3	-0.3
ENSG00000103202	NME4	-1.3	-0.8	0.7		-0.7	-0.9	-0.5	1.3	0.2	0.9	0.1	-3.3	1.1	-0.5		-0.2	0.99	-0.4	-0.7
ENSG00000103222	ABCC1	-0.3	-0.7	0.1		-1.9	-0.3	-0.3	-0.7	0.5	-0.5	-1.0	-0.9	-1.1	0.9	0.99	-0.1	-0.2	1.0	0.8
ENSG00000103227	LMF1	-1.0		0.4		-0.9	0.99	-0.6	-0.6	0.3	0.99	-1.3	-1.2	-0.5	0.99	0.7	0.1	-0.2	-1.3	
ENSG00000103241	FOXF1	-0.1		1.3		-1.4	-0.4	-0.1	-1.0	-2.3	-1.6	-2.7	-1.5		-0.1		-0.5	0.1	0.99	2.2
ENSG00000103245	CIAO3			1.1		-1.1	-0.1	-0.2	0.4	-1.9	-0.2	0.3	-1.0	0.8	-0.5	0.3	-0.6	-0.2	0.6	-0.2
ENSG00000103248	MTHFSD		-0.6	0.7	-0.4	0.99	0.99	0.99	0.3	-2.6	-0.9	-0.4	0.99	0.99	0.99	-0.5	-0.1	-0.1	-0.3	-0.3
ENSG00000103249	CLCN7	0.2		0.9		-1.1	0.5	0.4	-0.6	0.8	0.7	0.3	-0.9	-0.8	-0.4	1.8	-0.6	-0.4	-0.8	0.2
ENSG00000103253	HAGHL		-0.6			-1.1	0.99	-0.2	0.8	-0.9	0.2	0.9	-1.8	2.1	0.99	0.3	-1.1	-0.6	0.3	0.99
ENSG00000103254	ANTKMT	-0.5	-0.8	0.5		-1.2	-0.6	-0.8	-0.3	-0.6	1.2	1.6	-2.1	0.6	-0.3	0.3	-0.6	0.99	-1.3	-0.3
ENSG00000103257	SLC7A5	0.6	-0.9	0.2		-2.0	2.1	2.4	0.99	1.3	0.4	0.3	0.99	-1.1	-0.4	-0.4	0.1	-0.1	4.8	0.4
ENSG00000103260	METRN	-0.7	-0.8	0.4		-1.2	-0.6	-0.7	0.6	-0.9	-0.2	0.8	-2.4	1.5	-0.2	0.2	-0.3	-0.1	-0.3	-0.2
ENSG00000103264	FBXO31	0.7	-0.8	0.8		-1.1	0.6	0.5	0.3	-1.2	-1.9	-0.7	0.99	0.2	0.99	-1.2	-0.1	0.99	-0.2	-0.5
ENSG00000103266	STUB1	0.4	-0.5	-0.2		-1.3	0.99	-0.3	0.99	0.6	1.3	-0.1	-1.7	0.4	0.99	-0.4	0.1	0.2	-0.1	-0.5
ENSG00000103269	RHBDL1	1.4	-0.2	0.6		-0.8	0.99	0.99	-0.4	0.1	0.7	2.8	0.99	0.8	0.99		-1.1	-0.5	-1.0	-0.1
ENSG00000103274	NUBP1	0.6	-0.7	-1.2		0.99	0.99	0.99	0.3	-0.4	0.2	-0.3	0.99	1.4	-0.7	-1.1	-0.2	0.3	1.2	-0.3
ENSG00000103275	UBE2I	0.1	-0.4	-1.0		-1.4	0.99	0.99	0.6	0.2	1.2	0.3	-1.2	-0.1	-0.4	-0.3	0.1	-0.1	0.5	-0.5
ENSG00000103313	MEFV	-0.2		1.2		0.2	0.1	0.2	0.99	0.1	1.1	-0.1	-1.5	0.99	0.99			-0.1	-2.0	0.99
ENSG00000103316	CRYM	-1.8	-0.4	0.8	0.7	0.3	0.3	0.3	0.4			0.5	-1.7	0.2	0.99	0.99		0.6	0.99	0.3
ENSG00000103319	EEF2K		-0.4			1.6	0.6	0.6	1.5	0.4	-0.4	-0.7	-0.4	1.5	0.99	-0.8	-0.2	-0.1	0.8	-0.8
ENSG00000103326	CAPN15	1.6	-0.6	0.4	-1.1	-1.2	2.7	2.4	1.6	1.0	1.1	0.5	-0.8	0.5	-0.2	0.99	-1.3	0.99	-0.6	-1.5
ENSG00000103335	PIEZO1									1.2	0.3	-2.3		-0.3	0.99		-1.6	-0.5	-0.5	
ENSG00000103342	GSPT1		-0.4	0.7		-0.4	1.3	1.4	1.2	1.1	0.4	-0.3	0.99	0.7	0.99	-0.2	0.3		0.8	-0.6
ENSG00000103343	ZNF174	0.9	-0.6	0.1		-0.3	0.3	0.4	0.99	-1.2	-0.6	0.9	-0.5	1.1	-0.8	0.99	-0.1	-0.1	1.3	-0.8
ENSG00000103351	CLUAP1	0.3	0.2	0.3		-1.0	0.5	0.3	0.99	-0.3	-0.9	0.3	0.1	-0.2	0.99	0.99	0.3	0.4	-1.3	0.99
ENSG00000103353	UBFD1	-0.2				0.4	0.99	0.99	0.7	0.7	0.8	0.7	1.2	-0.4	0.99	-0.2	0.2	0.1	0.4	0.99
ENSG00000103355	PRSS33	-0.5				-1.2	0.1	0.3	-0.4	-2.6	-2.6	1.8	-1.3		0.99	-0.1			0.99	
ENSG00000103356	EARS2	0.4	-0.4			0.2	0.7	0.8	1.2	1.2	0.3	0.9	-1.2	0.5	0.99	-0.5	0.99	0.2	0.1	-0.8
ENSG00000103363	ELOB		-0.9	-0.2		-0.6	-0.2	0.99	0.3	0.3	1.5	0.2	-0.9	0.5	-0.4	-0.5	-0.1	0.2	1.4	0.99
ENSG00000103365	GGA2	0.4		1.1	-0.2	-0.3	-0.7	-0.4	0.4	0.7	-0.3	-0.6	-1.5	1.1	-0.3	0.3	0.2	0.1	0.99	-1.1
ENSG00000103381	CPPED1	-0.8	-0.1	-0.7		-1.1	0.7	0.6	0.4	0.5	-0.2	-0.4	-0.6	0.3	0.99	0.1	0.99	0.3	2.9	-1.2
ENSG00000103404	USP31	0.6				2.0	1.6	1.6	0.99	-0.2	-1.2	-0.5	0.5	-0.2	0.4	1.6	0.2	0.1	0.6	-0.4
ENSG00000103415	HMOX2	-0.7	-1.1	-1.3		0.3	0.99	0.2	1.3	-0.9	-0.5	-0.6	-0.3	0.2	-0.5	0.7	0.1	0.3	0.4	-1.2
ENSG00000103423	DNAJA3	1.0		-0.1		0.4	1.0	1.0	0.99	-0.4	-0.3	0.7	0.99	0.3	-0.4	0.2	-0.1	0.3	0.6	-0.6
ENSG00000103429	BFAR	1.0	0.3	-1.2		0.5	0.5	0.5	0.3	0.4	0.1	-0.6	0.9	0.7	0.99	1.2	0.2	-0.3	0.8	-0.2
ENSG00000103449	SALL1	0.8		0.1		0.99	-0.3	0.99	2.1			1.2	0.99		0.99	0.99	-0.4			
ENSG00000103460	TOX3	0.3	-0.1	0.4		-0.2	0.99	0.99	0.99			2.3	0.99		0.99	0.99	0.2			0.99
ENSG00000103479	RBL2		0.7	-0.2		-0.9	-0.2	-0.2	-0.6	0.6	-0.2	-0.5	1.9	-0.9	1.2	-1.1	-0.2	-0.1	-2.0	-0.3
ENSG00000103485	QPRT	-2.8	-0.7	0.4		2.4	-1.0	0.99	1.8	0.1	0.5	0.1	-0.7		0.4	-1.1	0.99	0.3	3.7	0.4
ENSG00000103489	XYLT1		0.4	0.8	0.1	-0.9	0.1	0.99	-2.8	1.7	0.99	0.2	0.99		0.99	-0.4	0.4	-0.1	-0.2	-1.0
